subjID,gint_gsoc,gint_bsoc,bint_gsoc,bint_bsoc,neu1,neu2,round1,round2_sim_num,round2_sim,round2_dissim_num,round2_dissim,sim_cond,showNUMcond,option_A,option_B,subj_SJT_choice,argument,arg_source_pos_gint_gsoc,arg_source_pos_gint_bsoc,arg_source_neg_bint_gsoc,arg_source_neg_gint_gboc,arg_source_neu_2,arg_source_neu_1,arg_source_race_ethn,arg_source_age,arg_source_gender,arg_source_poli,arg_source_edu,arg_source_occup,Jaccard
884,"important,intelligent,practical,serious","critical,moody,dominating,persistent","warm,happy,helpful,sociable","superficial,vain,impulsive,wavering","careful,hands-on,manage,adequate","discipline,control,recognizable,influence",19,NA,NA,-14,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.33
885,"industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","reward,question,hands-off,manage","delegate,monitor,network,influence",-48,NA,NA,-45,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.41
886,"industrious,intelligent,reliable,skillful","cold,critical,shrewd,persistent","warm,happy,helpful,sociable","superficial,vain,dishonest,wasteful","responsible,hands-on,manage,adequate","discipline,delegate,control,influence",-50,NA,NA,NA,-37,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"As a leader, it is imperative to maintain an open and healthy relationship with those who work under you. In this context, it is clear that the employee has some issues regarding motivation/work ethic and requires adjustment in order to continue effectively. By doing this in an open and supportive manner, the employee should feel capable of expressing the factors that have impacted their performance. This in conjunction with the offer of support will provide them with the opportunity to improve and succeed. Though there is no guaranteetheir behavior will change, such a course will at least afford the opportunity, which is what's best both for the employee and the company.","important,cautious,industrious,serious","stern,critical,dominating,persistent","sentimental,happy,sociable,humorous","superficial,irresponsible,impulsive,dishonest","reward,hands-off,manage,adequate","delegate,monitor,network,control",White,25,Man,79,Bachelor's degree or higher,Operation Supervisor,0.3
887,"industrious,reliable,serious,skillful","cold,stern,critical,dominating","warm,tolerant,helpful,sociable","superficial,vain,impulsive,dishonest","question,responsible,hands-on,manage","discipline,delegate,monitor,control",50,NA,NA,39,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.","intelligent,reliable,serious,skillful","cold,stern,critical,persistent","modest,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","question,careful,responsible,manage","discipline,control,social,influence",White,28,Man,100,Associate's degree,Soldier,0.45
888,"important,industrious,reliable,skillful","stern,critical,shrewd,persistent","warm,helpful,sociable,humorous","irresponsible,vain,dishonest,wavering","reward,question,hands-on,manage","delegate,network,control,influence",-24,NA,-27,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think you have to be as clear as possible with communication. You can still be sensitive to asking the employee personally what's going on, but they need to know the importance of their value to the team. As long as the employee knows we value their work and value them as an individual, this conversation should be fine. If not, that means this employee is ready to leave the company and it will be for the best.","important,intelligent,reliable,skillful","stern,critical,dominating,persistent","happy,helpful,sociable,humorous","superficial,vain,impulsive,wavering","reward,hands-on,manage,adequate","network,social,recognizable,influence",Black or African American,24,Woman,79,Bachelor's degree or higher,Marketing Coordinator,0.5
889,"intelligent,reliable,practical,skillful","critical,shrewd,dominating,persistent","warm,helpful,sociable,humorous","superficial,impulsive,wavering,wasteful","question,careful,responsible,hands-on","delegate,network,social,influence",-26,NA,NA,-8,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I believe being open and honest with the employee is very important. I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out. If someone isn't putting their full effort into a project it has an effect on everyone else working on that project. If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,dishonest,wavering","responsible,hands-on,hands-off,manage","delegate,monitor,control,recognizable",White,35,Man,100,Bachelor's degree or higher,Sr Programmer,0.41
890,"intelligent,reliable,practical,serious","cold,shrewd,dominating,persistent","sentimental,warm,happy,tolerant","unintelligent,irresponsible,vain,impulsive","responsible,hands-on,hands-off,manage","monitor,control,social,recognizable",-17,NA,-31,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"There may be outside distractions that are affecting his work performance.He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve. Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that weexpect more from him and it has been noted that his work has slipped.We should first try to support him if we can and let him know that we will.","intelligent,reliable,practical,skillful","stern,critical,shrewd,dominating","modest,tolerant,helpful,sociable","irresponsible,vain,impulsive,dishonest","responsible,hands-on,hands-off,manage","discipline,delegate,control,recognizable",Asian,52,Man,45,Bachelor's degree or higher,Software Tester,0.45
891,"important,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,helpful,sociable","vain,impulsive,dishonest,wasteful","reward,question,careful,manage","discipline,delegate,monitor,influence",-50,NA,-40,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I made my decision because I think that it is important to voice your criticisms/constructive feedback to the employee so that they know what exactly they need to change to become an effective employee. I do not think that it is a good idea to sugar coat the situation because the employee may never know what went wrong in their performance. However, I also think that it is incredibly important to point out the things that the employee is doing well or has done well in the past to increase motivation. Otherwise, they might feel like they are being reprimanded and being looked down upon. The goal is to motivate not to tear down.","important,intelligent,reliable,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","responsible,hands-on,manage,adequate","discipline,monitor,control,influence",Black or African American,23,Woman,100,Bachelor's degree or higher,Graduate research assistant,0.55
892,"important,industrious,intelligent,reliable","moody,shrewd,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,wavering","reward,responsible,hands-on,manage","discipline,monitor,control,influence",20,-13,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"If this employee only recently started coming in late and underperforming, there must be a reason for it. It's important to talk to the employee to understand why there is a disconnect between them and their assignment. Perhaps the assignment is not a right fit and the employee and company could benefit from the employee being moved to a different project. If the issue is personal and unrelated to the job, it's important to know that as well, since, in that instance, moving the employee to a different assignment may not change anything. A company's success depends on the success of their employees. While it's important to reinforce the necessity of high quality work, that work should not come at the expense of the employees' wellbeing if the company wants to succeed in the long run.","industrious,intelligent,practical,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,vain,dishonest,wavering","question,responsible,hands-on,manage","discipline,delegate,control,influence",White,62,Woman,15,Bachelor's degree or higher,copywriter,0.5
893,"industrious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,tolerant,helpful,sociable","superficial,irresponsible,vain,impulsive","reward,careful,hands-on,manage","delegate,network,recognizable,influence",49,-22,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"I would offer advice to the employee in private. I would not want to embarrass him and would like to figure out what is going on. He might need additional support, or there may be personal circumstances affecting his performance. In addition, it might be that this project is not a good fit for the individual, and we may want to figure out another project that might work better.","industrious,intelligent,reliable,skillful","stern,critical,humorless,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,dishonest","careful,responsible,hands-off,manage","delegate,monitor,recognizable,influence",Asian,41,Man,100,Bachelor's degree or higher,Senior Research Director,0.6
894,"intelligent,reliable,practical,serious","critical,humorless,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,wavering,wasteful","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",46,NA,-38,NA,NA,sim,No,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"I would offer advice to the employee in private. I would not want to embarrass him and would like to figure out what is going on. He might need additional support, or there may be personal circumstances affecting his performance. In addition, it might be that this project is not a good fit for the individual, and we may want to figure out another project that might work better.","industrious,intelligent,reliable,skillful","stern,critical,humorless,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,dishonest","careful,responsible,hands-off,manage","delegate,monitor,recognizable,influence",Asian,41,Man,100,Bachelor's degree or higher,Senior Research Director,0.5
895,"cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,dishonest","reward,question,manage,adequate","discipline,control,recognizable,influence",50,21,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"I would offer advice to the employee in private. I would not want to embarrass him and would like to figure out what is going on. He might need additional support, or there may be personal circumstances affecting his performance. In addition, it might be that this project is not a good fit for the individual, and we may want to figure out another project that might work better.","industrious,intelligent,reliable,skillful","stern,critical,humorless,persistent","modest,warm,tolerant,helpful","superficial,vain,impulsive,dishonest","careful,responsible,hands-off,manage","delegate,monitor,recognizable,influence",Asian,41,Man,100,Bachelor's degree or higher,Senior Research Director,0.55
896,"important,industrious,intelligent,skillful","critical,shrewd,dominating,persistent","modest,tolerant,helpful,sociable","vain,impulsive,dishonest,wasteful","question,careful,responsible,manage","delegate,control,recognizable,influence",50,NA,36,NA,NA,sim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.6
897,"important,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,tolerant,helpful,sociable","vain,impulsive,wavering,wasteful","question,responsible,manage,adequate","delegate,network,recognizable,influence",42,NA,NA,40,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.45
898,"intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","warm,happy,helpful,humorous","irresponsible,vain,impulsive,wasteful","reward,question,hands-on,manage","discipline,delegate,control,influence",-29,-28,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.5
899,"important,intelligent,practical,skillful","critical,shrewd,dominating,persistent","warm,happy,helpful,sociable","superficial,vain,impulsive,wasteful","careful,responsible,hands-on,manage","delegate,control,recognizable,influence",-50,-7,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.66
900,"cautious,reliable,practical,skillful","stern,shrewd,dominating,persistent","warm,tolerant,helpful,sociable","unintelligent,irresponsible,impulsive,dishonest","reward,question,responsible,manage","discipline,delegate,monitor,influence",50,45,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",2,"If this employee only recently started coming in late and underperforming, there must be a reason for it. It's important to talk to the employee to understand why there is a disconnect between them and their assignment. Perhaps the assignment is not a right fit and the employee and company could benefit from the employee being moved to a different project. If the issue is personal and unrelated to the job, it's important to know that as well, since, in that instance, moving the employee to a different assignment may not change anything. A company's success depends on the success of their employees. While it's important to reinforce the necessity of high quality work, that work should not come at the expense of the employees' wellbeing if the company wants to succeed in the long run.","industrious,intelligent,practical,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,sociable","superficial,vain,dishonest,wavering","question,responsible,hands-on,manage","discipline,delegate,control,influence",White,62,Woman,15,Bachelor's degree or higher,copywriter,0.5
901,"important,intelligent,reliable,skillful","stern,shrewd,dominating,persistent","sentimental,warm,tolerant,helpful","superficial,irresponsible,vain,impulsive","reward,question,hands-on,manage","discipline,monitor,control,influence",-27,NA,NA,27,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.26
902,"cautious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","warm,tolerant,helpful,humorous","unintelligent,vain,impulsive,wavering","responsible,hands-on,manage,adequate","discipline,delegate,monitor,influence",-36,NA,NA,NA,-34,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"There may be outside distractions that are affecting his work performance.He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve. Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that weexpect more from him and it has been noted that his work has slipped.We should first try to support him if we can and let him know that we will.","intelligent,reliable,practical,skillful","stern,critical,shrewd,dominating","modest,tolerant,helpful,sociable","irresponsible,vain,impulsive,dishonest","responsible,hands-on,hands-off,manage","discipline,delegate,control,recognizable",Asian,52,Man,45,Bachelor's degree or higher,Software Tester,0.45
903,"important,cautious,intelligent,practical","cold,humorless,moody,persistent","modest,warm,tolerant,helpful","superficial,impulsive,dishonest,wavering","responsible,hands-on,manage,adequate","delegate,monitor,network,influence",23,NA,NA,NA,-39,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.3
904,"industrious,intelligent,reliable,practical","critical,shrewd,dominating,persistent","modest,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","question,responsible,hands-on,manage","discipline,delegate,monitor,network",28,NA,NA,NA,35,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.5
905,"important,intelligent,reliable,practical","critical,humorless,dominating,persistent","sentimental,happy,tolerant,helpful","superficial,vain,impulsive,wavering","careful,responsible,manage,adequate","discipline,delegate,monitor,control",-50,NA,NA,28,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"I would have a personal conversation with them to find out what the underlying issue is that is causing their lack of motivation. A more engaged employee is always more productive, so, if they are unhappy with some aspect of their role, I would need to understand that and try to close that gap or transfer them to a project where they might show more interest or enthusiasm. But I would also stress that they are part of team and everyone relies on each member of the team to complete their duties to try to gain some commitment from them until adjustments can be made.","cautious,intelligent,reliable,practical","stern,critical,shrewd,persistent","modest,warm,tolerant,sociable","superficial,vain,impulsive,wavering","reward,careful,responsible,hands-off","discipline,network,social,influence",White,42,Man,60,Bachelor's degree or higher,Engineer,0.37
906,"important,intelligent,practical,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,vain,impulsive,dishonest","question,responsible,hands-on,manage","delegate,control,social,influence",0,NA,NA,NA,-3,dissim,No,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.","industrious,practical,serious,skillful","stern,critical,dominating,persistent","tolerant,helpful,sociable,humorous","superficial,irresponsible,dishonest,wavering","question,responsible,hands-off,adequate","network,social,recognizable,influence",Asian,21,Woman,23,Associate's degree,Marketing Manager,0.5
907,"important,industrious,intelligent,skillful","stern,critical,dominating,persistent","warm,happy,helpful,sociable","superficial,vain,dishonest,wasteful","reward,hands-on,manage,adequate","discipline,delegate,recognizable,influence",-44,47,NA,NA,NA,sim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"Because this person has worked on a project with my group for two years, he is obviously trusted and a valuable member. I think it would be better to show him more empathy and care than discipline and questioning. You never know if something personal is occurring in his life that he has to deal with in addition to his work. Being on the defensive right off the bat would just make him defensive and further not want to work. I as a manager want to motivate him.","intelligent,reliable,practical,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wasteful","responsible,hands-on,manage,adequate","delegate,monitor,recognizable,influence",Hispanic/Latino,51,Woman,58,Bachelor's degree or higher,Operations Manager,0.6
908,"industrious,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","warm,helpful,sociable,humorous","superficial,vain,impulsive,wasteful","reward,careful,responsible,hands-on","delegate,network,social,influence",-50,-50,NA,NA,NA,sim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"Although I had nothing against the other option, I thought it was very incomplete as a strategy. As a leader, it's important to be clear about how crucial it is that employees be committed to their work and to motivate them to invest themselves in their work. And constructive criticism is part of the tools a leader has at their disposal to help an employee become better at their work and more invested. Of course, criticism should always come with acknowledgement of an employee's strengths and accomplishments, otherwise it becomes lopsided and depressing for the employee who sees only their flaws being noticed, not the good they do in their work. It has to be balanced.","industrious,intelligent,reliable,skillful","stern,critical,shrewd,persistent","modest,warm,tolerant,helpful","vain,impulsive,dishonest,wasteful","reward,question,responsible,manage","delegate,network,social,influence",White,60,Woman,96,Bachelor's degree or higher,Service Coordinator,0.6
909,"important,intelligent,reliable,skillful","critical,shrewd,dominating,persistent","warm,tolerant,sociable,humorous","superficial,vain,impulsive,dishonest","question,responsible,hands-off,manage","delegate,social,recognizable,influence",-46,NA,NA,-42,NA,dissim,Yes,Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",1,"I think this option is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.","cautious,intelligent,reliable,skillful","stern,critical,dominating,persistent","modest,warm,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,monitor,control",White,37,Man,82,High school diploma/GED,Factory worker,0.41
910,"important,intelligent,reliable,skillful","stern,critical,dominating,persistent","warm,tolerant,sociable,humorous","superficial,vain,impulsive,dishonest","careful,responsible,hands-on,manage","discipline,network,social,influence",-41,NA,NA,-25,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,2,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.","intelligent,reliable,serious,skillful","cold,stern,critical,persistent","modest,tolerant,helpful,sociable","superficial,irresponsible,wavering,wasteful","question,careful,responsible,manage","discipline,control,social,influence",White,28,Man,100,Associate's degree,Soldier,0.45
911,"important,intelligent,reliable,skillful","cold,critical,shrewd,dominating","warm,tolerant,helpful,sociable","superficial,vain,impulsive,wavering","careful,responsible,hands-on,manage","discipline,delegate,control,influence",36,NA,NA,39,NA,dissim,Yes,"Point out to the employee how important his full commitment is to you. Openly communicate your criticism of the employee's current work ethics, but emphasize that you highly valued his performance on former projects.",Ask the employee in a personal conversation why he only makes little progress in his project at present and offer to support him with the further project design by providing specific feedback.,1,"As his manager, a personal conversation would be inappropriate. It could show favoritism. Pointing out how he is failing to meet expectations helps him understand what needs to change. Expressing that his earlier accomplishment did not go unnoticed could prevent him from feeling like he is not a part of the team.","important,cautious,industrious,serious","cold,stern,critical,dominating","sentimental,happy,sociable,humorous","vain,impulsive,dishonest,wasteful","reward,question,hands-on,manage","delegate,monitor,control,recognizable",White,30,Man,44,Some college,JMC Engineer,0.3
